coin_pair,1m,3m,5m,15m,30m,1h
SPELLUSD,4.201355275895446,1.6360116166505296,0.687318489835433,0.106485963213939,-2.4298160696999016,-0.793804453049372
BICOUSD,-0.36752038589640296,1.930917652463536,2.248191110600667,7.999310899276443,3.293327207993569,14.850120592626617
ALCXUSD,-2.8790786948176583,-4.41458733205374,-5.03305608871827,-6.014075495841328,-8.16805288974194,-11.367029217317116
